sent,Word,Tag
sent: 3645,and,O
sent: 3645,for,O
sent: 3645,AAM,O
sent: 3645,AADMI,O
sent: 3645,...,O
sent: 3645,#PrabhuKiRail,O
sent: 3645,Prabhu,B-PERSON
sent: 3645,ki,O
sent: 3645,kripa,O
sent: 3645,:),O
sent: 3646,@emraanhashmi,O
sent: 3646,Today,O
sent: 3646,is,O
sent: 3646,Mahashivratri,O
sent: 3646,.,O
sent: 3646,Kya,O
sent: 3646,pharak,O
sent: 3646,padta,O
sent: 3646,hai,O
sent: 3647,Will,O
sent: 3647,Modi,B-PERSON
sent: 3647,and,O
sent: 3647,Manohar,B-PERSON
sent: 3647,Parrikar,I-PERSON
sent: 3647,apologize,O
sent: 3647,to,O
sent: 3647,nation,O
sent: 3647,for,O
sent: 3647,fake,O
sent: 3647,Pak,B-PLACE
sent: 3647,Boat,O
sent: 3647,?,O
sent: 3647,#MahaShivratri,O
sent: 3647,Vyapam,O
sent: 3647,#BANvsAFG,O
sent: 3647,Pakistan,B-PLACE
sent: 3647,Verna,O
sent: 3647,#,O
sent: 3647,Mumbai,B-PLACE
sent: 3648,RT,O
sent: 3648,@rameshchahal,O
sent: 3648,:,O
sent: 3648,@Gurmeetramrahim,O
sent: 3648,#MSG2In505crOn200thDay,O
sent: 3648,Superb,O
sent: 3648,.......,O
sent: 3648,guru,O
sent: 3648,pa,O
sent: 3648,....,O
sent: 3649,@JoinAAP,O
sent: 3649,@prena_,O
sent: 3649,baap,O
sent: 3649,re,O
sent: 3649,baap,O
sent: 3649,free,O
sent: 3649,khor,O
sent: 3649,ho,O
sent: 3649,saare,O
sent: 3649,Ke,O
sent: 3649,saare,O
sent: 3649,#AAPtards,O
sent: 3649,.,O
sent: 3649,Mehnat,O
sent: 3649,se,O
sent: 3649,kuch,O
sent: 3649,mat,O
sent: 3649,karna,O
sent: 3650,@SANDEEPCOL,O
sent: 3650,@narendramodi,O
sent: 3650,Tune,O
sent: 3650,bola,O
sent: 3650,to,O
sent: 3650,samajh,O
sent: 3650,ho,O
sent: 3650,gaya,O
sent: 3650,sandy,O
sent: 3650,bhai,O
sent: 3650,..,O
sent: 3650,Raat,O
sent: 3650,bahut,O
sent: 3650,go,O
sent: 3650,gayee,O
sent: 3650,ja,O
sent: 3650,so,O
sent: 3650,ja,O
sent: 3650,..,O
sent: 3650,Nahi,O
sent: 3650,to,O
sent: 3650,bavala-panti,O
sent: 3650,karta,O
sent: 3650,rahega,O
sent: 3651,@coolfunnytshirt,O
sent: 3651,250,O
sent: 3651,k,O
sent: 3651,baad,O
sent: 3651,audience,O
sent: 3651,ko,O
sent: 3651,bhi,O
sent: 3651,ball,O
sent: 3651,dikhayi,O
sent: 3651,nahi,O
sent: 3651,di,O
sent: 3651,hogi,O
sent: 3651,aymond,O
sent: 3651,India,B-PLACE
sent: 3651,version,O
sent: 3651,https://t.co/0vOwIqg2NJ,O
sent: 3651,via,O
sent: 3651,@sharethis,O
sent: 3652,RT,O
sent: 3652,@mailtosamip,O
sent: 3652,:,O
sent: 3652,Not,O
sent: 3652,sure,O
sent: 3652,whats,O
sent: 3652,more,O
sent: 3652,challenging,O
sent: 3652,",",O
sent: 3652,listening,O
sent: 3652,Sonia's,B-PERSON
sent: 3652,speech,O
sent: 3652,or,O
sent: 3652,hearing,O
sent: 3652,Tarek,B-PERSON
sent: 3652,Shah's,I-PERSON
sent: 3652,Angel,O
sent: 3652,#ScamQueenOnRoad,O
sent: 3653,@gurmeetramrahim,O
sent: 3653,#PiousBhandara,O
sent: 3653,woww,O
sent: 3653,great,O
sent: 3653,papa,O
sent: 3653,ji,O
sent: 3654,RT,O
sent: 3654,@KiranKS,O
sent: 3654,:,O
sent: 3654,#MahaShivratri,O
sent: 3654,:,O
sent: 3654,Adi,B-PERSON
sent: 3654,Shankara's,I-PERSON
sent: 3654,amazing,O
sent: 3654,Nirvana,O
sent: 3654,Shatakam,O
sent: 3654,.,O
sent: 3654,South,O
sent: 3654,Indian,O
sent: 3654,style,O
sent: 3654,:,O
sent: 3654,http://t.co/jnEadDi4ui,O
sent: 3654,http://t.co/BnEZj0PYqp,O
sent: 3655,Dear,O
sent: 3655,All,O
sent: 3655,",",O
sent: 3655,Aap,O
sent: 3655,sabhi,O
sent: 3655,Ko,O
sent: 3655,Mahashivratri,O
sent: 3655,ki,O
sent: 3655,hardik,O
sent: 3655,shubhkaamnaye,O
sent: 3655,.,O
sent: 3655,Thanks,O
sent: 3655,Vikas,B-PERSON
sent: 3655,Kumar-President,O
sent: 3655,Helpline,O
sent: 3655,+917838021969,O
sent: 3656,@SRKsCombatant,O
sent: 3656,@Imab1d,O
sent: 3656,@Pyaari_RiTu__,O
sent: 3656,@SrkSaroz,O
sent: 3656,@SRKsWarrior2_,O
sent: 3656,acha,O
sent: 3656,...,O
sent: 3656,kahan,O
sent: 3656,chaligeyi,O
sent: 3656,he,O
sent: 3656,fir,O
sent: 3656,wo,O
sent: 3656,?,O
sent: 3657,@ArvindKejriwal,O
sent: 3657,Totaly,O
sent: 3657,chutiyapa,O
sent: 3657,suru,O
sent: 3657,kar,O
sent: 3657,diya,O
sent: 3657,.,O
sent: 3657,Yadi,O
sent: 3657,tu,O
sent: 3657,sahi,O
sent: 3657,hai,O
sent: 3657,public,O
sent: 3657,waise,O
sent: 3657,hi,O
sent: 3657,jita,O
sent: 3657,degi,O
sent: 3657,.,O
sent: 3657,Ye,O
sent: 3657,sab,O
sent: 3657,nutanki,O
sent: 3657,mat,O
sent: 3657,kar,O
sent: 3658,@meet1973vibe,O
sent: 3658,Itna,O
sent: 3658,sab,O
sent: 3658,post,O
sent: 3658,kiya,O
sent: 3658,aur,O
sent: 3658,aapko,O
sent: 3658,sirf,O
sent: 3658,Dimaag,O
sent: 3658,hi,O
sent: 3658,chahiye,O
sent: 3658,:D,O
sent: 3659,RT,O
sent: 3659,@Kailashkher,O
sent: 3659,:,O
sent: 3659,To,O
sent: 3659,all,O
sent: 3659,Kashir,O
sent: 3659,Panun,O
sent: 3659,Herath,O
sent: 3659,Mubarak,O
sent: 3659,.,O
sent: 3659,Happy,O
sent: 3659,Mahashivratri,O
sent: 3659,to,O
sent: 3659,All,O
sent: 3659,.,O
sent: 3659,Shiv,B-PERSON
sent: 3659,Shashwat,O
sent: 3659,Hain,O
sent: 3659,",",O
sent: 3659,Sthir,O
sent: 3659,Hain,O
sent: 3659,",",O
sent: 3659,ShantSalone,O
sent: 3659,Hai,O
sent: 3659,",",O
sent: 3659,Utpatti,O
sent: 3659,Ke,O
sent: 3660,Tu,O
sent: 3660,ho,O
sent: 3660,gyi,O
sent: 3660,permanent,O
sent: 3660,kisi,O
sent: 3660,or,O
sent: 3660,ki,O
sent: 3660,",",O
sent: 3660,Tujhe,O
sent: 3660,chahne,O
sent: 3660,wale,O
sent: 3660,abi,O
sent: 3660,contractual,O
sent: 3660,hai,O
sent: 3660,....,O
sent: 3660,Purely,O
sent: 3660,contractual,O
sent: 3660,...,O
sent: 3661,Audi,B-ORGANISATION
sent: 3661,A6,O
sent: 3661,for,O
sent: 3661,Rs,O
sent: 3661,17,O
sent: 3661,lakh,O
sent: 3661,:,O
sent: 3661,Chennai,B-PLACE
sent: 3661,after,O
sent: 3661,flood,O
sent: 3661,is,O
sent: 3661,car,O
sent: 3661,lovers,O
sent: 3661,paradise,O
sent: 3661,https://t.co/6SMWlV8Zr0,O
sent: 3661,"""",O
sent: 3661,RCC,B-PLACE
sent: 3661,road,I-PLACE
sent: 3661,"""",O
sent: 3661,(,O
sent: 3661,Ghatlodia,B-PLACE
sent: 3661,),O
sent: 3661,",",O
sent: 3661,its,O
sent: 3661,a,O
sent: 3661,line,O
sent: 3661,of,O
sent: 3661,Growth,O
sent: 3661,!!,O
sent: 3662,@ashutosh83B,O
sent: 3662,Aap,O
sent: 3662,jaisa,O
sent: 3662,talentd,O
sent: 3662,banda,O
sent: 3662,jiske,O
sent: 3662,pass,O
sent: 3662,hoga,O
sent: 3662,woh,O
sent: 3662,top,O
sent: 3662,50,O
sent: 3662,kya,O
sent: 3662,top,O
sent: 3662,5,O
sent: 3662,pe,O
sent: 3662,pahunch,O
sent: 3662,jayega,O
sent: 3662,.,O
sent: 3662,Aap,O
sent: 3662,AK,B-PERSON
sent: 3662,ko,O
sent: 3662,Punjab,B-PLACE
sent: 3662,bhejke,O
sent: 3662,khud,O
sent: 3662,Delhi,B-PLACE
sent: 3662,ke,O
sent: 3662,CM,O
sent: 3662,banjao,O
sent: 3662,.,O
sent: 3663,Dear,O
sent: 3663,India,B-PLACE
sent: 3663,",",O
sent: 3663,Ek,O
sent: 3663,baar,O
sent: 3663,phir,O
sent: 3663,bol,O
sent: 3663,do,O
sent: 3663,"""",O
sent: 3663,Aany,O
sent: 3663,dyy,O
sent: 3663,"""",O
sent: 3663,#IndvsPak,O
sent: 3663,#CWC15,O
sent: 3664,RT,O
sent: 3664,@DainikBhaskar,O
sent: 3664,:,O
sent: 3664,Aapki,O
sent: 3664,Acchi,O
sent: 3664,zidd,O
sent: 3664,kya,O
sent: 3664,hai,O
sent: 3664,?,O
sent: 3664,https://t.co/8JNuWXcHwg,O
sent: 3665,RT,O
sent: 3665,@MukulKMishra,O
sent: 3665,:,O
sent: 3665,Tumhi,O
sent: 3665,log,O
sent: 3665,bole,O
sent: 3665,ki,O
sent: 3665,campus,O
sent: 3665,se,O
sent: 3665,police,O
sent: 3665,hata,O
sent: 3665,lo,O
sent: 3665,https://t.co/LEziPujl17,O
sent: 3666,Hindu,O
sent: 3666,kaam,O
sent: 3666,km,O
sent: 3666,krte,O
sent: 3666,h,O
sent: 3666,or,O
sent: 3666,dhapli,O
sent: 3666,jyada,O
sent: 3666,bjate,O
sent: 3666,h,O
sent: 3666,...,O
sent: 3666,baaki,O
sent: 3666,log,O
sent: 3666,shanti,O
sent: 3666,se,O
sent: 3666,apna,O
sent: 3666,kaam,O
sent: 3666,kr,O
sent: 3666,jate,O
sent: 3666,h,O
sent: 3666,#Gharwapsi,O
sent: 3666,#MahaShivratri,O
sent: 3666,@RSS4India,O
sent: 3667,RT,O
sent: 3667,@bdnews_org,O
sent: 3667,:,O
sent: 3667,#bdnews,O
sent: 3667,#bangladesh,O
sent: 3667,Eight,O
sent: 3667,militants,O
sent: 3667,from,O
sent: 3667,Bangladesh,B-PLACE
sent: 3667,surrender,O
sent: 3667,in,O
sent: 3667,Tripura,B-PLACE
sent: 3667,-,O
sent: 3667,Business,B-ORGANISATION
sent: 3667,Standard,I-ORGANISATION
sent: 3667,:,O
sent: 3667,NewsxEight,O
sent: 3667,milit,O
sent: 3667,...,O
sent: 3667,https://t,O
sent: 3668,PIB_India,B-ORGANISATION
sent: 3668,#UHF,O
sent: 3668,RT,O
sent: 3668,@MIB_India,O
sent: 3668,:,O
sent: 3668,#RailBudget2015,O
sent: 3668,-,O
sent: 3668,Glossary,O
sent: 3668,of,O
sent: 3668,Budgetary,O
sent: 3668,Terms,O
sent: 3668,(,O
sent: 3668,5/5,O
sent: 3668,),O
sent: 3668,#,O
sent: 3668,RailMinIndia,B-ORGANISATION
sent: 3668,http://t.co/2o0ljvHbNN,O
sent: 3669,RT,O
sent: 3669,@ShankarNaresh1,O
sent: 3669,:,O
sent: 3669,Wish,O
sent: 3669,U,O
sent: 3669,Happy,O
sent: 3669,Mahashivrathiri,O
sent: 3669,To,O
sent: 3669,All,O
sent: 3669,#MahaShivratri,O
sent: 3669,@AnjanaVJ,O
sent: 3669,@Manivj07,O
sent: 3669,@jan_iyer,O
sent: 3669,@iamlakshmirai,O
sent: 3669,sunday,O
sent: 3669,http://t.co/qPzDRUxiOa,O
sent: 3670,:,O
sent: 3670,LAST,O
sent: 3670,NIGHT,O
sent: 3670,MAHASHIVRATRI,O
sent: 3670,RUDRABHISHEK,O
sent: 3670,.....,O
sent: 3670,Vastraadi,O
sent: 3670,Arpan,O
sent: 3670,...,O
sent: 3670,http://t.co/bscng4oXJ7,O
sent: 3671,RT,O
sent: 3671,@anuja_swamy,O
sent: 3671,:,O
sent: 3671,@ashramindia,O
sent: 3671,Mahashivratri,O
sent: 3671,k,O
sent: 3671,pavan,O
sent: 3671,parv,O
sent: 3671,pr,O
sent: 3671,param,O
sent: 3671,pujya,O
sent: 3671,sant,O
sent: 3671,shree,B-PERSON
sent: 3671,asaram,I-PERSON
sent: 3671,bapu,I-PERSON
sent: 3671,ji,O
sent: 3671,ke,O
sent: 3671,shree,O
sent: 3671,charano,O
sent: 3671,me,O
sent: 3671,mera,O
sent: 3671,koti,O
sent: 3671,koti,O
sent: 3671,vanda,O
sent: 3672,#RailBudget2015,O
sent: 3672,higher,O
sent: 3672,expectations,O
sent: 3672,...,O
sent: 3672,Dikaho,O
sent: 3672,ache,O
sent: 3672,din,O
sent: 3672,...,O
sent: 3672,http://t.co/gBjdED9iM5,O
sent: 3673,RT,O
sent: 3673,@makeinindia,O
sent: 3673,:,O
sent: 3673,India,B-PLACE
sent: 3673,has,O
sent: 3673,recently,O
sent: 3673,allowed,O
sent: 3673,up,O
sent: 3673,to,O
sent: 3673,100%,O
sent: 3673,#FDI,O
sent: 3673,via,O
sent: 3673,the,O
sent: 3673,automatic,O
sent: 3673,route,O
sent: 3673,for,O
sent: 3673,medical,O
sent: 3673,devices,O
sent: 3673,.,O
sent: 3673,#pharmaceuticals,O
sent: 3673,#MakeInIndia,O
sent: 3673,http,O
sent: 3674,Ramdev,B-PERSON
sent: 3674,Baba's,I-PERSON
sent: 3674,Train,O
sent: 3674,-,O
sent: 3674,"""",O
sent: 3674,Yoga,O
sent: 3674,se,O
sent: 3674,Hoga,O
sent: 3674,"""",O
sent: 3674,Express,O
sent: 3674,#CelebTrains,O
sent: 3674,#RailBudget2015,O
sent: 3674,#PrabhuKiRail,O
sent: 3675,@NautankiNinja,O
sent: 3675,padhaai,O
sent: 3675,hi,O
sent: 3675,nahi,O
sent: 3675,ho,O
sent: 3675,paati,O
sent: 3675,exam,O
sent: 3675,ke,O
sent: 3675,time,O
sent: 3675,",",O
sent: 3675,major,O
sent: 3675,reason,O
sent: 3675,twitter,B-ORGANISATION
sent: 3675,nkajshuklabjp,O
sent: 3675,@bhattkaran83,O
sent: 3675,@iambmane,O
sent: 3675,@NayakDeep,O
sent: 3675,@hbparmar211,O
sent: 3675,htt,O
sent: 3676,@_taurus30,O
sent: 3676,@SarahZaki11,O
sent: 3676,Bachon,O
sent: 3676,Aj,O
sent: 3676,#MahaShivratri,O
sent: 3676,he17,O
sent: 3676,Somwar,O
sent: 3676,Varat,O
sent: 3676,karne,O
sent: 3676,se,O
sent: 3676,acha,O
sent: 3676,PATI,O
sent: 3676,milta,O
sent: 3676,hai,O
sent: 3676,.,O
sent: 3676,Ye,O
sent: 3676,Suwami,O
sent: 3676,G,O
sent: 3676,Kehte,O
sent: 3676,hen,O
sent: 3676,",",O
sent: 3676,Muft,O
sent: 3676,ki,O
sent: 3676,Advice,O
sent: 3676,di,O
sent: 3676,he,O
sent: 3677,PIB_India,B-ORGANISATION
sent: 3677,#UHF,O
sent: 3677,RT,O
sent: 3677,MIB_India,B-ORGANISATION
sent: 3677,:,O
sent: 3677,LIVE,O
sent: 3677,shortly,O
sent: 3677,:,O
sent: 3677,RailMinIndia,B-ORGANISATION
sent: 3677,Minister,O
sent: 3677,Shri,O
sent: 3677,sureshpprabhu,B-PERSON
sent: 3677,presenting,O
sent: 3677,#RailBudget2015,O
sent: 3677,at,O
sent: 3677,https://t.co/vGJq4YCXyc,O
sent: 3678,Behenchod,O
sent: 3678,twitter,B-ORGANISATION
sent: 3678,celeb,O
sent: 3678,.,O
sent: 3678,Shikar,B-PERSON
sent: 3678,dhawan,I-PERSON
sent: 3678,ko,O
sent: 3678,replace,O
sent: 3678,karna,O
sent: 3678,chahte,O
sent: 3678,the,O
sent: 3678,na,O
sent: 3678,.,O
sent: 3678,#IndvsPak,O
sent: 3679,@ImtiyazAzhar,O
sent: 3679,Kashmiri,O
sent: 3679,citizens,O
sent: 3679,are,O
sent: 3679,misled,O
sent: 3679,by,O
sent: 3679,the,O
sent: 3679,propaganda,O
sent: 3679,spread,O
sent: 3679,by,O
sent: 3679,the,O
sent: 3679,anti-India,O
sent: 3679,forces,O
sent: 3679,in,O
sent: 3679,and,O
sent: 3679,outside,O
sent: 3679,Kashmir,B-PLACE
sent: 3680,@narendramodi,O
sent: 3680,ji,O
sent: 3680,",",O
sent: 3680,will,O
sent: 3680,come,O
sent: 3680,to,O
sent: 3680,India,B-PLACE
sent: 3680,directly,O
sent: 3680,with,O
sent: 3680,French,O
sent: 3680,president,O
sent: 3680,on,O
sent: 3680,Republic,O
sent: 3680,day,O
sent: 3681,Sonakshi,B-PERSON
sent: 3681,Sinha,I-PERSON
sent: 3681,out,O
sent: 3681,of,O
sent: 3681,the,O
sent: 3681,Hasina,O
sent: 3681,Biopic,O
sent: 3681,!,O
sent: 3681,https://t.co/hID75opFyz,O
sent: 3682,RT,O
sent: 3682,@smitaprakash,O
sent: 3682,:,O
sent: 3682,Na,O
sent: 3682,.,O
sent: 3682,Na,O
sent: 3682,kar,O
sent: 3682,yeh,O
sent: 3682,sab,O
sent: 3682,Afridi,B-PERSON
sent: 3682,http://t.co/7QJiqGuqxq,O
sent: 3683,@anjali_18_rasik,O
sent: 3683,@prashanth_Kohli,O
sent: 3683,@Drama_queenRJ,O
sent: 3683,@riya9sobti,O
sent: 3683,hein,O
sent: 3683,:O,O
sent: 3683,Kuch,O
sent: 3683,vii,O
sent: 3683,but,O
sent: 3683,acha,O
sent: 3683,haii,O
sent: 3683,:-P,O
sent: 3684,RT,O
sent: 3684,@MosesSapir,O
sent: 3684,:,O
sent: 3684,Amitabh,B-PERSON
sent: 3684,ji,O
sent: 3684,&,O
sent: 3684,Yash,B-PERSON
sent: 3684,Chopra,I-PERSON
sent: 3684,ji,O
sent: 3684,during,O
sent: 3684,a,O
sent: 3684,shoot,O
sent: 3684,for,O
sent: 3684,"""",O
sent: 3684,Kaala,O
sent: 3684,Pathaar,O
sent: 3684,"""",O
sent: 3684,@SrBachchan,O
sent: 3684,http://t.co/KUNbE8kU9R,O
sent: 3685,RT,O
sent: 3685,@nickhunterr,O
sent: 3685,:,O
sent: 3685,The,O
sent: 3685,speed,O
sent: 3685,of,O
sent: 3685,"""",O
sent: 3685,Bhai,O
sent: 3685,jaldi,O
sent: 3685,call,O
sent: 3685,kar,O
sent: 3685,balance,O
sent: 3685,nahi,O
sent: 3685,hai,O
sent: 3685,"""",O
sent: 3685,is,O
sent: 3685,faster,O
sent: 3685,than,O
sent: 3685,"""",O
sent: 3685,Mutualfundsaresubjecttomarketriskspleasereadtheofferdo,O
sent: 3686,Happy,O
sent: 3686,Mahashivratri,O
sent: 3686,....,O
sent: 3686,Omm,O
sent: 3686,Namah,O
sent: 3686,Shivaya,O
sent: 3686,...,O
sent: 3686,http://t.co/RCxmaN9C7d,O
sent: 3687,RT,O
sent: 3687,@rajneeshjindal,O
sent: 3687,:,O
sent: 3687,@Gurmeetramrahim,O
sent: 3687,#BlockBusterMSG,O
sent: 3687,PitaJi,O
sent: 3687,",",O
sent: 3687,Aap,O
sent: 3687,Ko,O
sent: 3687,Bhi,O
sent: 3687,Mahashivratri,O
sent: 3687,ki,O
sent: 3687,Lakh,O
sent: 3687,Crore,O
sent: 3687,Badhai,O
sent: 3687,",",O
sent: 3687,Thank,O
sent: 3687,You,O
sent: 3687,PitaJi,O
sent: 3687,",",O
sent: 3687,Hame,O
sent: 3687,Apni,O
sent: 3687,Sha,O
sent: 3688,Shree,O
sent: 3688,Arvind,B-PERSON
sent: 3688,#Kejriwal,O
sent: 3688,Delhi,B-PLACE
sent: 3688,se,O
sent: 3688,Latur,B-PLACE
sent: 3688,ko,O
sent: 3688,apne,O
sent: 3688,AAP,B-ORGANISATION
sent: 3688,pani,O
sent: 3688,bhejte,O
sent: 3688,hue,O
sent: 3688,....,O
sent: 3688,https://t.co/8HTJLVhFlN,O
sent: 3689,@MrsGandhi,O
sent: 3689,@ExSecular,O
sent: 3689,@sanjaynirupam,O
sent: 3689,@OfficeOfRG,O
sent: 3689,Pappul,B-PERSON
sent: 3689,Gandhi,I-PERSON
sent: 3689,ko,O
sent: 3689,khush,O
sent: 3689,karne,O
sent: 3689,ki,O
sent: 3689,chakkar,O
sent: 3689,me,O
sent: 3689,pagala,O
sent: 3689,gaya,O
sent: 3689,hai,O
sent: 3689,!,O
sent: 3689,Public,O
sent: 3689,murakh,O
sent: 3689,samaj,O
sent: 3689,rakha,O
sent: 3689,hai,O
sent: 3689,?,O
sent: 3690,Gaya,O
sent: 3690,saala,O
sent: 3690,akhir,O
sent: 3690,tabaahi,O
sent: 3690,macha,O
sent: 3690,k,O
sent: 3690,!!,O
sent: 3690,Pr,O
sent: 3690,ab,O
sent: 3690,maxwell,B-PERSON
sent: 3691,Nayanagar,B-PLACE
sent: 3691,my,O
sent: 3691,native,O
sent: 3691,village,O
sent: 3691,.,O
sent: 3691,Maharudrabhishek,O
sent: 3691,during,O
sent: 3691,mahashivratri,O
sent: 3691,.,O
sent: 3691,Om,O
sent: 3691,hung,O
sent: 3691,yung,O
sent: 3691,sah,O
sent: 3691,.,O
sent: 3691,Tanno,O
sent: 3691,rudrah,O
sent: 3691,prachodayat,O
sent: 3691,.,O
sent: 3691,Shivayae,O
sent: 3691,namah,O
sent: 3691,.,O
sent: 3692,Syed,B-PERSON
sent: 3692,Ali,I-PERSON
sent: 3692,Shah,I-PERSON
sent: 3692,Geelani,I-PERSON
sent: 3692,shouts,O
sent: 3692,',O
sent: 3692,Pakistan,B-PLACE
sent: 3692,Zindabad,O
sent: 3692,',O
sent: 3692,slogans,O
sent: 3692,in,O
sent: 3692,India,B-PLACE
sent: 3692,!!,O
sent: 3692,Sad,O
sent: 3692,@narendramodi,O
sent: 3692,is,O
sent: 3692,silent,O
sent: 3692,!!,O
sent: 3692,#MahaShivratri,O
sent: 3692,https://t.co/wq73iDxa5T,O
sent: 3693,Indianfans,O
sent: 3693,aa,O
sent: 3693,majaaaka,O
sent: 3693,...,O
sent: 3693,Biggest,O
sent: 3693,support,O
sent: 3693,to,O
sent: 3693,the,O
sent: 3693,team,O
sent: 3693,..,O
sent: 3693,lifts,O
sent: 3693,the,O
sent: 3693,morale,O
sent: 3693,soo,O
sent: 3693,soo,O
sent: 3693,high,O
sent: 3693,:),O
sent: 3693,#cwc15,O
sent: 3693,#IndvsSA,O
sent: 3694,AB,O
sent: 3694,daa,O
sent: 3694,villain,O
sent: 3694,.,O
sent: 3694,kub,O
sent: 3694,ayeee,O
sent: 3694,gaaa,O
sent: 3694,!,O
sent: 3694,#PakvSA,O
sent: 3694,#CWC2015,O
sent: 3695,RT,O
sent: 3695,@Fataxaleem,O
sent: 3695,:,O
sent: 3695,Sahi,O
sent: 3695,mai,O
sent: 3695,yr,O
sent: 3695,kohli,B-PERSON
sent: 3695,best,O
sent: 3695,banda,O
sent: 3695,hai,O
sent: 3696,RT,O
sent: 3696,@KPonRise,O
sent: 3696,:,O
sent: 3696,Site,O
sent: 3696,inauguration,O
sent: 3696,of,O
sent: 3696,Pak-Austria,B-PLACE
sent: 3696,Fachhochschule,O
sent: 3696,:,O
sent: 3696,Institute,O
sent: 3696,of,O
sent: 3696,applied,O
sent: 3696,sciences,O
sent: 3696,&,O
sent: 3696,tech,O
sent: 3696,",",O
sent: 3696,Uni,O
sent: 3696,of,O
sent: 3696,Haripur,B-PLACE
sent: 3696,.,O
sent: 3696,#KPonRise,O
sent: 3696,https://t.co,O
sent: 3697,Bihar,B-PLACE
sent: 3697,Government,O
sent: 3697,Performing,O
sent: 3697,Better,O
sent: 3697,Than,O
sent: 3697,Modi's:,B-PERSON
sent: 3697,Tejashwi,B-PERSON
sent: 3697,https://t.co/sMUG3Lfz76,O
sent: 3697,https://t.co/TcfmohLhPC,O
sent: 3698,Delhi,B-PLACE
sent: 3698,court,O
sent: 3698,summons,O
sent: 3698,Arvind,B-PERSON
sent: 3698,Kejriwal,I-PERSON
sent: 3698,for,O
sent: 3698,',O
sent: 3698,Thulla,O
sent: 3698,',O
sent: 3698,remark,O
